participant_ID,program_ID,rm_engagement,gender_female,urm,pre_interest,negative_affect,post_science_interest,post_science_competence_beliefs,post_science_utility_value,post_mathematics_interest,post_mathematics_competence_beliefs,post_mathematics_utility_value,post_engineering_interest,post_engineering_competence_beliefs,post_engineering_utility_value,post_future_job_work_science_computer,post_future_job_use_science_math,post_future_job_become_STEM,post_interest,overall_post_competence_beliefs,overall_post_utility_value,program_name,rownum
2041,2,1.75,0,1,2.3333333333333335,1,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,14
2041,2,2.5,0,1,2.3333333333333335,1,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,15
2041,2,1.25,0,1,2.3333333333333335,1,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,16
2041,2,1.75,0,1,2.3333333333333335,1.5,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,17
2041,2,1,0,1,2.3333333333333335,1.5,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,18
2041,2,1,0,1,2.3333333333333335,1.5,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,19
2041,2,1.25,0,1,2.3333333333333335,1,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,20
2041,2,1.25,0,1,2.3333333333333335,1,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,21
2041,2,2.25,0,1,2.3333333333333335,1,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,22
2041,2,4,0,1,2.3333333333333335,1.5,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,23
2041,2,3,0,1,2.3333333333333335,1,NA,NA,NA,1.6666666666666667,3,3.8,NA,NA,NA,2,3,4,NA,3,3.8,Boston - Mathpower,24
2042,2,1.75,1,1,1.6666666666666667,3.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,1,3.3333333333333335,3.6,Boston - Mathpower,1
2042,2,1.25,1,1,1.6666666666666667,2.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,2
2042,2,1,1,1,1.6666666666666667,2.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,3
2042,2,2.25,1,1,1.6666666666666667,2.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,4
2042,2,3,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,5
2042,2,2,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,6
2042,2,1.5,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,7
2042,2,2,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,8
2042,2,2,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,9
2042,2,1.25,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,10
2042,2,2.75,1,1,1.6666666666666667,3,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,11
2042,2,3.25,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,12
2042,2,2.25,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,13
2042,2,2,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,14
2042,2,2,1,1,1.6666666666666667,1,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,15
2042,2,1,1,1,1.6666666666666667,2,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,16
2042,2,1.25,1,1,1.6666666666666667,2,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,17
2042,2,1.75,1,1,1.6666666666666667,1.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,18
2042,2,1.5,1,1,1.6666666666666667,2.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,19
2042,2,2,1,1,1.6666666666666667,1.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,20
2042,2,1,1,1,1.6666666666666667,3,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,21
2042,2,1.5,1,1,1.6666666666666667,2.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,22
2042,2,2,1,1,1.6666666666666667,2.5,NA,NA,NA,1,3.3333333333333335,3.6,NA,NA,NA,2,3,2,NA,3.3333333333333335,3.6,Boston - Mathpower,23
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,4,4,4,Boston - Mathpower,1
2043,2,3.5,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,2
2043,2,3.75,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,3
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,4
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,5
2043,2,4,0,0,3.3333333333333335,1.5,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,6
2043,2,3,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,7
2043,2,3,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,8
2043,2,4,0,0,3.3333333333333335,2.5,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,9
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,10
2043,2,3.5,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,11
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,12
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,13
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,14
2043,2,3.75,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,15
2043,2,3.75,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,16
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,17
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,18
2043,2,3.75,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,19
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,20
2043,2,4,0,0,3.3333333333333335,1.5,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,21
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,22
2043,2,3,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,23
2043,2,4,0,0,3.3333333333333335,1,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,4,4,Boston - Mathpower,24
5044,5,3.25,0,1,3,2,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,3.3333333333333335,3.6666666666666665,3.6,Boston - Thompson Island,1
5044,5,4,0,1,3,4,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,2
5044,5,2.5,0,1,3,3,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,3
5044,5,3.75,0,1,3,3,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,4
5044,5,2.25,0,1,3,2.5,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,5
5044,5,3.5,0,1,3,3,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,6
5044,5,3.25,0,1,3,3,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,7
5044,5,3.25,0,1,3,2.5,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,8
5044,5,3.75,0,1,3,3,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,9
5044,5,3,0,1,3,3,2.3333333333333335,3.6666666666666665,2.4,3.3333333333333335,3,3.6,3,3.6666666666666665,2.8,3,2,3,NA,3.6666666666666665,3.6,Boston - Thompson Island,10
2045,2,2.75,1,1,2.6666666666666665,3,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,2,2,3,Boston - Mathpower,1
2045,2,2.75,1,1,2.6666666666666665,3,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,2
2045,2,2,1,1,2.6666666666666665,3,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,3
2045,2,1.75,1,1,2.6666666666666665,2.5,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,4
2045,2,3,1,1,2.6666666666666665,2.5,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,5
2045,2,4,1,1,2.6666666666666665,2.5,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,6
2045,2,2,1,1,2.6666666666666665,2.5,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,7
2045,2,2.5,1,1,2.6666666666666665,2.5,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,8
2045,2,2,1,1,2.6666666666666665,2,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,9
2045,2,2.5,1,1,2.6666666666666665,2,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,10
2045,2,2.75,1,1,2.6666666666666665,2,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,11
2045,2,3.75,1,1,2.6666666666666665,2,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,12
2045,2,2.75,1,1,2.6666666666666665,2,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,13
2045,2,2.25,1,1,2.6666666666666665,2,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,14
2045,2,2.25,1,1,2.6666666666666665,2,NA,NA,NA,2,2,3,NA,NA,NA,2,3,1,NA,2,3,Boston - Mathpower,15
2046,2,1,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,2.3333333333333335,2.6666666666666665,3.8,Boston - Mathpower,1
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,2
2046,2,3.25,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,3
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,4
2046,2,3,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,5
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,6
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,7
2046,2,2.75,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,8
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,9
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,10
2046,2,3.5,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,11
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,12
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,13
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,14
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,15
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,16
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,17
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,18
2046,2,4,0,0,3,1,NA,NA,NA,2.3333333333333335,2.6666666666666665,3.8,NA,NA,NA,4,4,4,NA,2.6666666666666665,3.8,Boston - Mathpower,19
2047,2,2.75,1,1,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,1
2047,2,2.75,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,2
2047,2,3.5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,3
2047,2,2.75,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,4
2047,2,2,1,1,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,5
2047,2,2.75,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,6
2047,2,1.25,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,7
2047,2,3.75,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,8
2047,2,3.5,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,9
2047,2,4,1,1,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,10
2047,2,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,11
2047,2,1,1,1,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,12
2047,2,3.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,13
2047,2,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,14
2047,2,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston - Mathpower,15
1048,1,3.25,1,0,3.3333333333333335,3.5,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,3,3.6666666666666665,4,Boston - Dorchester House,1
1048,1,3.75,1,0,3.3333333333333335,3,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,2
1048,1,2.5,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,3
1048,1,3.25,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,4
1048,1,3,1,0,3.3333333333333335,2.5,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,5
1048,1,2,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,6
1048,1,2,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,7
1048,1,2,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,8
1048,1,2,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,9
1048,1,2,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,10
1048,1,2,1,0,3.3333333333333335,1,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,11
1048,1,2,1,0,3.3333333333333335,2,3,3.6666666666666665,3.8,3,3.3333333333333335,4,2,2,2,2,3,2,NA,3.6666666666666665,4,Boston - Dorchester House,12
8200,8,3.25,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,1
8200,8,3.25,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,2
8200,8,3.75,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,3
8200,8,3.75,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,4
8200,8,2.75,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,5
8200,8,2.5,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,6
8200,8,2,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,7
8200,8,2.5,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,8
8200,8,2,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,9
8200,8,3,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,10
8200,8,3.25,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence - Crazy Machines,11
8201,8,3,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,3.3333333333333335,3,3,Providence - Crazy Machines,1
8201,8,2.5,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,2
8201,8,2,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,3
8201,8,3,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,4
8201,8,2.25,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,5
8201,8,2.5,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,6
8201,8,2.25,0,0,3,1.5,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,7
8201,8,2,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,8
8201,8,2.25,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,9
8201,8,2.25,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,10
8201,8,2,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,11
8201,8,2.25,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,12
8201,8,3,0,0,3,1.5,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,13
8201,8,2.75,0,0,3,2,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,14
8201,8,2,0,0,3,2,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,15
8201,8,1.5,0,0,3,1,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,16
8201,8,2.25,0,0,3,1.5,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,17
8201,8,1.75,0,0,3,2.5,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,18
8201,8,2.25,0,0,3,2,1.3333333333333333,1.3333333333333333,2.6,NA,NA,NA,3.3333333333333335,3,3,4,2,1,NA,3,3,Providence - Crazy Machines,19
4056,4,3.75,0,1,NA,3,2.6666666666666665,3,2.8,3.3333333333333335,2.6666666666666665,2.8,3,4,3.6,3,3,2,3.3333333333333335,4,3.6,Boston - Sociedad Latina,1
4056,4,2.5,0,1,NA,2,2.6666666666666665,3,2.8,3.3333333333333335,2.6666666666666665,2.8,3,4,3.6,3,3,2,NA,4,3.6,Boston - Sociedad Latina,2
4056,4,3.5,0,1,NA,2.5,2.6666666666666665,3,2.8,3.3333333333333335,2.6666666666666665,2.8,3,4,3.6,3,3,2,NA,4,3.6,Boston - Sociedad Latina,3
4056,4,3,0,1,NA,2.5,2.6666666666666665,3,2.8,3.3333333333333335,2.6666666666666665,2.8,3,4,3.6,3,3,2,NA,4,3.6,Boston - Sociedad Latina,4
4056,4,3,0,1,NA,2.5,2.6666666666666665,3,2.8,3.3333333333333335,2.6666666666666665,2.8,3,4,3.6,3,3,2,NA,4,3.6,Boston - Sociedad Latina,5
