participant_ID,program_ID,rm_engagement,gender_female,urm,pre_interest,post_interest
1001,1,3,0,1,4,4
1001,1,2.75,0,1,4,4
1001,1,2.75,0,1,4,4
1001,1,2.5,0,1,4,4
1001,1,3,0,1,4,4
1001,1,2.5,0,1,4,4
1001,1,2.75,0,1,4,4
1001,1,3.25,0,1,4,4
1001,1,3.75,0,1,4,4
1001,1,3,0,1,4,4
1002,1,3.5,1,0,3.6666666666666665,4
1002,1,3.75,1,0,3.6666666666666665,4
1002,1,3.5,1,0,3.6666666666666665,4
1002,1,3.5,1,0,3.6666666666666665,4
1002,1,3.75,1,0,3.6666666666666665,4
1002,1,3.75,1,0,3.6666666666666665,4
1002,1,3,1,0,3.6666666666666665,4
1002,1,2.75,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,3.5,1,0,3.6666666666666665,4
1002,1,3.25,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,3.25,1,0,3.6666666666666665,4
1002,1,3.5,1,0,3.6666666666666665,4
1002,1,3.75,1,0,3.6666666666666665,4
1002,1,4,1,0,3.6666666666666665,4
1002,1,3,1,0,3.6666666666666665,4
1003,1,2.5,0,0,3.6666666666666665,3.333333333
1003,1,2,0,0,3.6666666666666665,3.333333333
1003,1,3,0,0,3.6666666666666665,3.333333333
1003,1,3.25,0,0,3.6666666666666665,3.333333333
1003,1,2,0,0,3.6666666666666665,3.333333333
1003,1,2.25,0,0,3.6666666666666665,3.333333333
1003,1,2.5,0,0,3.6666666666666665,3.333333333
1003,1,3,0,0,3.6666666666666665,3.333333333
1003,1,2.25,0,0,3.6666666666666665,3.333333333
1003,1,3,0,0,3.6666666666666665,3.333333333
1003,1,2.75,0,0,3.6666666666666665,3.333333333
1003,1,2.75,0,0,3.6666666666666665,3.333333333
1003,1,2.75,0,0,3.6666666666666665,3.333333333
1003,1,2.5,0,0,3.6666666666666665,3.333333333
1003,1,2.75,0,0,3.6666666666666665,3.333333333
1003,1,3,0,0,3.6666666666666665,3.333333333
1004,1,3.5,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1004,1,4,0,1,1.3333333333333333,4
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3.25,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,2.5,0,0,3.3333333333333335,3.333333333
1005,1,2.5,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,2.75,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,2.75,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,2,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,2.75,0,0,3.3333333333333335,3.333333333
1005,1,2.75,0,0,3.3333333333333335,3.333333333
1005,1,3,0,0,3.3333333333333335,3.333333333
1005,1,2.75,0,0,3.3333333333333335,3.333333333
1006,1,2.25,1,1,3.6666666666666665,NA
1006,1,2,1,1,3.6666666666666665,NA
1006,1,2.25,1,1,3.6666666666666665,NA
1006,1,2.75,1,1,3.6666666666666665,NA
1007,1,2,1,1,3.3333333333333335,2.333333333
1007,1,2.5,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,2,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,1.75,1,1,3.3333333333333335,2.333333333
1007,1,2.5,1,1,3.3333333333333335,2.333333333
1007,1,2.5,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,2.5,1,1,3.3333333333333335,2.333333333
1007,1,2,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,2,1,1,3.3333333333333335,2.333333333
1007,1,2.5,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,2,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,1,1,1,3.3333333333333335,2.333333333
1007,1,2,1,1,3.3333333333333335,2.333333333
1007,1,2,1,1,3.3333333333333335,2.333333333
1007,1,2.25,1,1,3.3333333333333335,2.333333333
1007,1,2,1,1,3.3333333333333335,2.333333333
1008,1,1.75,1,1,4,4
1008,1,2.5,1,1,4,4
1008,1,2.5,1,1,4,4
1008,1,2.25,1,1,4,4
1008,1,2.5,1,1,4,4
1008,1,1.75,1,1,4,4
1008,1,1.5,1,1,4,4
1008,1,1.25,1,1,4,4
1008,1,2.5,1,1,4,4
1008,1,3.25,1,1,4,4
1008,1,1.25,1,1,4,4
1008,1,2,1,1,4,4
1008,1,2.75,1,1,4,4
1008,1,1.75,1,1,4,4
1008,1,1,1,1,4,4
1008,1,2.5,1,1,4,4
1009,1,3,0,1,4,4
1009,1,2,0,1,4,4
1009,1,3.5,0,1,4,4
1009,1,3.25,0,1,4,4
1009,1,2.25,0,1,4,4
1009,1,2.25,0,1,4,4
1009,1,2.25,0,1,4,4
1009,1,2.25,0,1,4,4
1009,1,2.25,0,1,4,4
1009,1,2.25,0,1,4,4
1009,1,2.25,0,1,4,4
1010,1,3.25,0,1,3,3
1010,1,4,0,1,3,3
1010,1,2.5,0,1,3,3
1010,1,2.75,0,1,3,3
1010,1,3,0,1,3,3
1010,1,3.25,0,1,3,3
1010,1,3,0,1,3,3
1010,1,3.25,0,1,3,3
1010,1,3.25,0,1,3,3
1010,1,3,0,1,3,3
1010,1,2.75,0,1,3,3
1010,1,3,0,1,3,3
2012,2,2.5,1,1,1,1
2012,2,3.5,1,1,1,1
2012,2,1.75,1,1,1,1
2012,2,2,1,1,1,1
2012,2,1.75,1,1,1,1
2012,2,3.25,1,1,1,1
2012,2,2.25,1,1,1,1
2012,2,2.5,1,1,1,1
2012,2,3.75,1,1,1,1
2012,2,2.5,1,1,1,1
2012,2,2.25,1,1,1,1
2012,2,1.75,1,1,1,1
2012,2,2,1,1,1,1
2012,2,1.5,1,1,1,1
2012,2,2.25,1,1,1,1
2012,2,2.25,1,1,1,1
2012,2,1.75,1,1,1,1
2012,2,2.5,1,1,1,1
2012,2,2.75,1,1,1,1
2012,2,2.75,1,1,1,1
2013,2,2.25,0,0,1,NA
2013,2,1.5,0,0,1,NA
2013,2,1.75,0,0,1,NA
2013,2,1,0,0,1,NA
2013,2,2.5,0,0,1,NA
2013,2,2,0,0,1,NA
2013,2,1.5,0,0,1,NA
2013,2,1.75,0,0,1,NA
2013,2,1.5,0,0,1,NA
2013,2,2.5,0,0,1,NA
2013,2,1,0,0,1,NA
2013,2,1.75,0,0,1,NA
2014,2,2,1,1,1.6666666666666667,2.333333333
2014,2,2.5,1,1,1.6666666666666667,2.333333333
2014,2,2.5,1,1,1.6666666666666667,2.333333333
2014,2,3.75,1,1,1.6666666666666667,2.333333333
2014,2,1.75,1,1,1.6666666666666667,2.333333333
2014,2,3,1,1,1.6666666666666667,2.333333333
2014,2,2.75,1,1,1.6666666666666667,2.333333333
2014,2,3,1,1,1.6666666666666667,2.333333333
2014,2,3,1,1,1.6666666666666667,2.333333333
2014,2,3,1,1,1.6666666666666667,2.333333333
2014,2,2.5,1,1,1.6666666666666667,2.333333333
2014,2,3.25,1,1,1.6666666666666667,2.333333333
2014,2,3,1,1,1.6666666666666667,2.333333333
2014,2,2.75,1,1,1.6666666666666667,2.333333333
2014,2,3,1,1,1.6666666666666667,2.333333333
2014,2,3.25,1,1,1.6666666666666667,2.333333333
2014,2,2.5,1,1,1.6666666666666667,2.333333333
2014,2,2.5,1,1,1.6666666666666667,2.333333333
2014,2,2.5,1,1,1.6666666666666667,2.333333333
2014,2,3,1,1,1.6666666666666667,2.333333333
2015,2,3.5,0,1,2,2
2015,2,3.25,0,1,2,2
2015,2,3.5,0,1,2,2
2015,2,3.25,0,1,2,2
2015,2,4,0,1,2,2
2015,2,3,0,1,2,2
2015,2,3.5,0,1,2,2
2015,2,3.5,0,1,2,2
2015,2,3,0,1,2,2
2015,2,3,0,1,2,2
2015,2,3.25,0,1,2,2
2015,2,4,0,1,2,2
2015,2,3.5,0,1,2,2
2015,2,3.75,0,1,2,2
2015,2,3.75,0,1,2,2
2015,2,3,0,1,2,2
2018,2,1.75,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,1,1,0,3,2.333333333
2018,2,2.5,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2.5,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2.5,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,2.25,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2018,2,1.25,1,0,3,2.333333333
2018,2,1.75,1,0,3,2.333333333
2018,2,1.75,1,0,3,2.333333333
2018,2,2.25,1,0,3,2.333333333
2018,2,1.5,1,0,3,2.333333333
2018,2,2,1,0,3,2.333333333
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,3,1,1,2.3333333333333335,2.666666667
2019,2,2.25,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2.25,1,1,2.3333333333333335,2.666666667
2019,2,1.75,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2019,2,2,1,1,2.3333333333333335,2.666666667
2020,2,2.25,1,1,1,NA
2020,2,2.5,1,1,1,NA
2020,2,1.75,1,1,1,NA
2020,2,2,1,1,1,NA
2020,2,2.25,1,1,1,NA
2020,2,1.5,1,1,1,NA
2020,2,2,1,1,1,NA
2021,2,2,1,1,1,1.666666667
2021,2,2,1,1,1,1.666666667
2021,2,2.25,1,1,1,1.666666667
2021,2,3,1,1,1,1.666666667
2021,2,2.75,1,1,1,1.666666667
2021,2,2.25,1,1,1,1.666666667
2021,2,2.5,1,1,1,1.666666667
2021,2,2.5,1,1,1,1.666666667
2021,2,3,1,1,1,1.666666667
2021,2,2,1,1,1,1.666666667
2021,2,2.25,1,1,1,1.666666667
2021,2,2.5,1,1,1,1.666666667
2021,2,2.75,1,1,1,1.666666667
2021,2,2.25,1,1,1,1.666666667
2021,2,2.25,1,1,1,1.666666667
2021,2,1.75,1,1,1,1.666666667
2021,2,2.5,1,1,1,1.666666667
2022,2,2.5,1,1,3,3
2022,2,3.5,1,1,3,3
2022,2,3,1,1,3,3
2022,2,2.5,1,1,3,3
2022,2,2.25,1,1,3,3
2022,2,2,1,1,3,3
2022,2,3,1,1,3,3
2022,2,2.75,1,1,3,3
2022,2,2.25,1,1,3,3
